flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL1551,VT-027,BLR,HYD,2026-04-02 00:13:00,2026-04-02 01:18:00,0,3,0,4,36,30.8,20.42,7237.21,47.58,0.91
FL1552,VT-027,DEL,BOM,2026-04-02 09:54:00,2026-04-02 11:29:00,9,3,0,4,80,22.89,13.5,2300.57,46.39,0.84
FL1553,VT-027,BOM,BLR,2026-04-02 12:49:00,2026-04-02 15:10:00,12,3,0,4,72,31.28,5.0,5332.53,66.13,0.34
FL1554,VT-027,BLR,HYD,2026-04-02 16:22:00,2026-04-02 18:15:00,16,3,0,4,72,25.65,9.61,2011.79,76.47,0.98
FL1555,VT-027,DEL,BOM,2026-04-03 03:27:00,2026-04-03 05:03:00,3,4,0,4,64,25.66,9.49,7304.38,77.09,0.89
FL1556,VT-027,BOM,BLR,2026-04-03 06:07:00,2026-04-03 07:14:00,6,4,0,4,75,23.1,11.51,7700.97,80.84,0.43
FL1557,VT-027,BLR,HYD,2026-04-03 08:29:00,2026-04-03 10:56:00,8,4,0,4,73,27.29,12.42,9215.52,80.33,0.99
FL1558,VT-027,DEL,BOM,2026-04-03 20:09:00,2026-04-03 21:15:00,20,4,0,4,52,27.61,16.81,7288.11,43.92,0.68
FL1559,VT-027,BOM,BLR,2026-04-03 22:07:00,2026-04-04 00:17:00,22,4,0,4,59,35.69,19.19,3338.57,79.03,0.71
FL1560,VT-027,BLR,HYD,2026-04-04 01:16:00,2026-04-04 02:46:00,1,5,1,4,71,32.6,10.93,7715.39,77.95,0.37
FL1561,VT-027,DEL,BOM,2026-04-04 11:57:00,2026-04-04 13:09:00,11,5,1,4,38,23.99,15.28,6071.12,58.46,0.95
FL1562,VT-027,BOM,BLR,2026-04-04 13:47:00,2026-04-04 15:01:00,13,5,1,4,58,32.14,19.29,5693.73,86.05,0.79
FL1563,VT-027,BLR,HYD,2026-04-04 15:59:00,2026-04-04 17:43:00,15,5,1,4,50,33.55,19.58,8893.53,53.7,0.86
FL1564,VT-027,DEL,BOM,2026-04-05 02:33:00,2026-04-05 05:03:00,2,6,1,4,36,27.77,11.71,9828.2,82.83,0.79
FL1565,VT-027,BOM,BLR,2026-04-05 05:39:00,2026-04-05 07:01:00,5,6,1,4,43,25.6,19.54,6496.58,87.35,0.65
FL1566,VT-027,BLR,HYD,2026-04-05 07:44:00,2026-04-05 10:13:00,7,6,1,4,58,25.63,20.72,7875.55,59.22,0.32
FL1567,VT-028,MAA,CCU,2026-04-01 03:00:00,2026-04-01 04:17:00,3,2,0,4,83,28.45,21.78,2091.34,75.18,0.98
FL1568,VT-028,CCU,DEL,2026-04-01 05:40:00,2026-04-01 06:47:00,5,2,0,4,89,23.93,19.1,8537.03,67.32,0.98
FL1569,VT-028,DEL,BOM,2026-04-01 08:16:00,2026-04-01 10:36:00,8,2,0,4,74,28.57,6.03,6038.36,75.92,0.9
FL1570,VT-028,MAA,CCU,2026-04-01 19:50:00,2026-04-01 20:57:00,19,2,0,4,81,31.97,16.05,5172.43,46.59,0.91
FL1571,VT-028,CCU,DEL,2026-04-01 22:18:00,2026-04-02 00:15:00,22,2,0,4,71,27.9,8.15,4478.3,54.5,0.91
FL1572,VT-028,DEL,BOM,2026-04-02 01:26:00,2026-04-02 02:28:00,1,3,0,4,35,34.24,10.01,6998.99,68.59,0.88
FL1573,VT-028,MAA,CCU,2026-04-02 11:03:00,2026-04-02 13:02:00,11,3,0,4,89,32.47,23.12,2097.25,73.7,0.34
FL1574,VT-028,CCU,DEL,2026-04-02 14:31:00,2026-04-02 15:39:00,14,3,0,4,79,22.9,11.14,4823.67,71.06,0.53
FL1575,VT-028,DEL,BOM,2026-04-02 16:58:00,2026-04-02 18:27:00,16,3,0,4,90,31.63,19.65,5236.22,43.42,0.85
FL1576,VT-028,MAA,CCU,2026-04-03 03:57:00,2026-04-03 05:14:00,3,4,0,4,59,27.86,18.71,4659.65,42.83,0.56
FL1577,VT-028,CCU,DEL,2026-04-03 06:13:00,2026-04-03 08:18:00,6,4,0,4,68,23.17,23.89,7133.88,73.57,0.74
FL1578,VT-028,DEL,BOM,2026-04-03 09:26:00,2026-04-03 11:34:00,9,4,0,4,43,28.56,20.02,2810.98,53.89,0.49
FL1579,VT-028,MAA,CCU,2026-04-03 20:17:00,2026-04-03 21:26:00,20,4,0,4,68,24.7,13.64,9842.95,43.38,0.66
FL1580,VT-028,CCU,DEL,2026-04-03 22:34:00,2026-04-04 00:47:00,22,4,0,4,45,29.08,19.76,7636.44,61.14,0.54
FL1581,VT-028,DEL,BOM,2026-04-04 01:32:00,2026-04-04 02:44:00,1,5,1,4,54,26.3,12.95,4114.21,50.27,0.64
FL1582,VT-028,MAA,CCU,2026-04-04 11:38:00,2026-04-04 13:50:00,11,5,1,4,62,26.31,18.14,9748.3,70.18,0.35
FL1583,VT-028,CCU,DEL,2026-04-04 14:52:00,2026-04-04 17:17:00,14,5,1,4,52,25.98,6.51,9611.39,54.86,0.36
FL1584,VT-028,DEL,BOM,2026-04-04 18:09:00,2026-04-04 20:01:00,18,5,1,4,35,36.69,17.97,4139.22,40.76,0.98
FL1585,VT-028,MAA,CCU,2026-04-05 04:36:00,2026-04-05 06:45:00,4,6,1,4,79,35.36,10.02,7408.21,75.33,0.73
FL1586,VT-028,CCU,DEL,2026-04-05 08:04:00,2026-04-05 09:10:00,8,6,1,4,33,25.51,16.95,8928.77,87.34,0.37
FL1587,VT-028,DEL,BOM,2026-04-05 09:43:00,2026-04-05 11:39:00,9,6,1,4,64,26.33,8.1,9557.89,76.83,0.92
FL1588,VT-029,BLR,HYD,2026-04-01 01:00:00,2026-04-01 02:51:00,1,2,0,4,69,31.56,19.02,7440.9,60.41,0.31
FL1589,VT-029,HYD,PNQ,2026-04-01 04:00:00,2026-04-01 06:05:00,4,2,0,4,34,24.69,16.66,4024.81,62.51,0.97
FL1590,VT-029,PNQ,DEL,2026-04-01 06:39:00,2026-04-01 08:53:00,6,2,0,4,76,34.5,8.77,7379.68,88.85,0.37
FL1591,VT-029,BLR,HYD,2026-04-01 18:09:00,2026-04-01 19:41:00,18,2,0,4,84,28.66,5.17,5468.66,44.63,0.82
FL1592,VT-029,HYD,PNQ,2026-04-01 21:05:00,2026-04-01 23:03:00,21,2,0,4,31,29.47,10.17,5475.23,76.17,0.31
FL1593,VT-029,PNQ,DEL,2026-04-01 23:34:00,2026-04-02 01:14:00,23,2,0,4,70,33.3,16.79,6906.33,71.88,0.47
FL1594,VT-029,BLR,HYD,2026-04-02 10:24:00,2026-04-02 11:36:00,10,3,0,4,75,27.99,8.99,9019.76,76.94,0.31
FL1595,VT-029,HYD,PNQ,2026-04-02 12:51:00,2026-04-02 14:45:00,12,3,0,4,89,31.05,9.97,3715.25,53.54,0.47
FL1596,VT-029,PNQ,DEL,2026-04-02 16:14:00,2026-04-02 17:29:00,16,3,0,4,78,29.73,19.65,6853.85,73.64,0.36
FL1597,VT-029,BLR,HYD,2026-04-03 02:47:00,2026-04-03 03:48:00,2,4,0,4,43,27.14,24.03,8707.93,80.25,0.88
FL1598,VT-029,HYD,PNQ,2026-04-03 04:31:00,2026-04-03 06:21:00,4,4,0,4,39,30.3,9.01,6934.27,77.14,0.82
FL1599,VT-029,PNQ,DEL,2026-04-03 07:00:00,2026-04-03 09:14:00,7,4,0,4,47,32.97,15.43,2547.67,58.56,0.94
FL1600,VT-029,BLR,HYD,2026-04-03 18:01:00,2026-04-03 20:24:00,18,4,0,4,74,34.29,10.38,4947.59,84.77,0.77
FL1601,VT-029,HYD,PNQ,2026-04-03 21:38:00,2026-04-03 22:49:00,21,4,0,4,30,39.46,20.75,5634.76,71.51,0.47
FL1602,VT-029,PNQ,DEL,2026-04-03 23:19:00,2026-04-04 01:22:00,23,4,0,4,70,27.58,13.85,7194.58,86.81,0.34
FL1603,VT-029,BLR,HYD,2026-04-04 10:32:00,2026-04-04 12:19:00,10,5,1,4,77,36.88,21.49,4339.06,62.2,0.32
FL1604,VT-029,HYD,PNQ,2026-04-04 13:36:00,2026-04-04 15:19:00,13,5,1,4,82,30.1,6.12,5928.77,86.36,0.37
FL1605,VT-029,PNQ,DEL,2026-04-04 16:41:00,2026-04-04 18:01:00,16,5,1,4,74,22.32,20.29,5277.37,72.76,0.48
FL1606,VT-029,BLR,HYD,2026-04-05 03:15:00,2026-04-05 04:54:00,3,6,1,4,55,28.88,6.41,3485.17,73.21,0.92
FL1607,VT-029,HYD,PNQ,2026-04-05 05:49:00,2026-04-05 07:04:00,5,6,1,4,73,28.88,21.28,7481.07,45.52,0.5
FL1608,VT-029,PNQ,DEL,2026-04-05 08:17:00,2026-04-05 09:33:00,8,6,1,4,39,25.66,15.3,6284.43,57.84,0.55
FL1609,VT-030,DEL,BOM,2026-04-01 02:00:00,2026-04-01 04:29:00,2,2,0,4,31,26.7,21.57,8314.34,55.39,0.94
FL1610,VT-030,BOM,BLR,2026-04-01 05:00:00,2026-04-01 06:54:00,5,2,0,4,88,29.5,12.09,6045.07,87.06,0.91
FL1611,VT-030,BLR,HYD,2026-04-01 08:22:00,2026-04-01 10:34:00,8,2,0,4,56,31.31,7.05,5141.85,67.67,0.65
FL1612,VT-030,DEL,BOM,2026-04-01 19:30:00,2026-04-01 21:30:00,19,2,0,4,35,31.47,18.54,8703.27,82.94,0.82
FL1613,VT-030,BOM,BLR,2026-04-01 22:05:00,2026-04-01 23:49:00,22,2,0,4,76,28.75,13.78,6884.37,48.02,0.77
FL1614,VT-030,BLR,HYD,2026-04-02 01:05:00,2026-04-02 02:44:00,1,3,0,4,50,32.22,9.59,2940.41,48.26,0.3
FL1615,VT-030,DEL,BOM,2026-04-02 11:34:00,2026-04-02 13:50:00,11,3,0,4,72,26.33,19.37,7859.21,65.75,0.41
FL1616,VT-030,BOM,BLR,2026-04-02 15:02:00,2026-04-02 16:49:00,15,3,0,4,58,27.16,7.11,3778.89,65.96,0.73
FL1617,VT-030,BLR,HYD,2026-04-02 17:47:00,2026-04-02 19:39:00,17,3,0,4,57,24.97,9.91,2461.86,59.55,0.46
FL1618,VT-030,DEL,BOM,2026-04-03 04:36:00,2026-04-03 06:54:00,4,4,0,4,60,34.09,13.32,5431.55,67.05,0.79
FL1619,VT-030,BOM,BLR,2026-04-03 07:54:00,2026-04-03 10:19:00,7,4,0,4,63,38.35,19.04,3373.55,65.01,0.59
FL1620,VT-030,BLR,HYD,2026-04-03 11:22:00,2026-04-03 13:49:00,11,4,0,4,78,31.31,15.65,2923.16,70.28,0.38
FL1621,VT-030,DEL,BOM,2026-04-03 23:07:00,2026-04-04 01:37:00,23,4,0,4,40,33.7,11.74,3142.74,74.6,0.44
FL1622,VT-030,BOM,BLR,2026-04-04 02:17:00,2026-04-04 04:09:00,2,5,1,4,72,33.43,9.09,6062.44,60.96,0.31
FL1623,VT-030,BLR,HYD,2026-04-04 05:21:00,2026-04-04 06:36:00,5,5,1,4,75,29.06,20.86,2552.37,63.71,0.69
FL1624,VT-030,DEL,BOM,2026-04-04 15:51:00,2026-04-04 17:18:00,15,5,1,4,84,35.86,10.07,2079.83,76.17,0.67
FL1625,VT-030,BOM,BLR,2026-04-04 18:42:00,2026-04-04 21:01:00,18,5,1,4,61,33.99,21.72,8571.11,82.17,0.64
FL1626,VT-030,BLR,HYD,2026-04-04 22:02:00,2026-04-05 00:08:00,22,5,1,4,86,34.39,14.03,3467.54,82.75,0.92
FL1627,VT-030,DEL,BOM,2026-04-05 09:34:00,2026-04-05 11:35:00,9,6,1,4,81,27.5,14.33,2605.6,59.39,0.86
FL1628,VT-030,BOM,BLR,2026-04-05 12:56:00,2026-04-05 14:35:00,12,6,1,4,82,29.83,6.34,9018.8,59.47,0.68
FL1629,VT-030,BLR,HYD,2026-04-05 15:57:00,2026-04-05 17:51:00,15,6,1,4,56,30.23,24.36,2532.52,72.42,0.35
FL1630,VT-031,DEL,BOM,2026-04-01 02:00:00,2026-04-01 04:18:00,2,2,0,4,87,34.8,13.67,9977.46,67.95,0.52
FL1631,VT-031,BOM,BLR,2026-04-01 05:45:00,2026-04-01 07:35:00,5,2,0,4,81,28.03,9.4,4804.16,58.63,0.35
FL1632,VT-031,BLR,HYD,2026-04-01 08:56:00,2026-04-01 10:42:00,8,2,0,4,65,27.58,19.45,7253.84,75.44,0.31
FL1633,VT-031,DEL,BOM,2026-04-01 19:47:00,2026-04-01 21:37:00,19,2,0,4,53,21.18,9.35,7293.47,64.2,0.3
FL1634,VT-031,BOM,BLR,2026-04-01 22:30:00,2026-04-01 23:46:00,22,2,0,4,90,32.4,15.97,2531.71,78.33,0.71
FL1635,VT-031,BLR,HYD,2026-04-02 01:16:00,2026-04-02 02:30:00,1,3,0,4,83,32.67,20.64,8013.98,80.15,0.66
FL1636,VT-031,DEL,BOM,2026-04-02 11:53:00,2026-04-02 13:31:00,11,3,0,4,75,31.64,17.41,7938.03,48.49,0.44
FL1637,VT-031,BOM,BLR,2026-04-02 14:46:00,2026-04-02 16:49:00,14,3,0,4,53,26.56,22.81,7999.82,85.41,0.83
FL1638,VT-031,BLR,HYD,2026-04-02 17:42:00,2026-04-02 19:50:00,17,3,0,4,75,36.8,22.78,6630.45,71.62,0.41
FL1639,VT-031,DEL,BOM,2026-04-03 05:05:00,2026-04-03 07:25:00,5,4,0,4,45,34.29,14.48,7731.18,53.55,0.44
FL1640,VT-031,BOM,BLR,2026-04-03 08:10:00,2026-04-03 09:38:00,8,4,0,4,76,25.64,9.3,5398.81,85.39,0.65
FL1641,VT-031,BLR,HYD,2026-04-03 10:54:00,2026-04-03 13:16:00,10,4,0,4,63,26.86,8.76,2615.77,74.81,0.57
FL1642,VT-031,DEL,BOM,2026-04-03 22:19:00,2026-04-04 00:08:00,22,4,0,4,30,32.04,20.92,4175.57,74.62,0.48
FL1643,VT-031,BOM,BLR,2026-04-04 00:38:00,2026-04-04 02:52:00,0,5,1,4,69,34.12,23.78,7090.99,56.23,0.49
FL1644,VT-031,BLR,HYD,2026-04-04 04:01:00,2026-04-04 05:14:00,4,5,1,4,48,32.39,9.37,6762.43,53.23,0.76
FL1645,VT-031,DEL,BOM,2026-04-04 14:02:00,2026-04-04 15:39:00,14,5,1,4,80,26.21,21.3,8224.2,78.04,0.43
FL1646,VT-031,BOM,BLR,2026-04-04 16:59:00,2026-04-04 18:07:00,16,5,1,4,71,31.04,12.37,5458.77,41.56,0.48
FL1647,VT-031,BLR,HYD,2026-04-04 19:18:00,2026-04-04 21:13:00,19,5,1,4,55,27.84,5.67,9033.49,52.17,0.69
FL1648,VT-031,DEL,BOM,2026-04-05 06:08:00,2026-04-05 07:17:00,6,6,1,4,59,30.38,11.46,9183.35,84.41,0.53
FL1649,VT-031,BOM,BLR,2026-04-05 08:16:00,2026-04-05 10:02:00,8,6,1,4,80,28.95,23.02,9969.26,81.27,0.89
FL1650,VT-031,BLR,HYD,2026-04-05 11:22:00,2026-04-05 13:17:00,11,6,1,4,53,31.88,6.35,2759.34,89.94,0.53
FL1651,VT-032,BLR,HYD,2026-04-01 04:00:00,2026-04-01 06:22:00,4,2,0,4,86,23.86,19.96,8453.32,82.9,1.0
FL1652,VT-032,HYD,PNQ,2026-04-01 07:48:00,2026-04-01 10:12:00,7,2,0,4,31,25.93,5.45,4883.41,79.19,0.7
FL1653,VT-032,PNQ,DEL,2026-04-01 10:43:00,2026-04-01 12:13:00,10,2,0,4,81,29.02,11.26,7234.74,51.6,0.31
FL1654,VT-032,BLR,HYD,2026-04-01 21:34:00,2026-04-01 22:41:00,21,2,0,4,52,32.49,20.25,2311.5,81.86,0.73
FL1655,VT-032,HYD,PNQ,2026-04-01 23:33:00,2026-04-02 01:22:00,23,2,0,4,88,35.32,16.27,6996.91,83.22,0.71
FL1656,VT-032,PNQ,DEL,2026-04-02 02:50:00,2026-04-02 04:55:00,2,3,0,4,47,30.58,20.13,5538.35,75.37,0.57
FL1657,VT-032,BLR,HYD,2026-04-02 13:42:00,2026-04-02 15:05:00,13,3,0,4,31,30.1,9.58,6774.82,86.41,0.95
FL1658,VT-032,HYD,PNQ,2026-04-02 15:36:00,2026-04-02 17:40:00,15,3,0,4,54,31.47,9.23,9965.05,89.06,0.75
FL1659,VT-032,PNQ,DEL,2026-04-02 18:34:00,2026-04-02 20:56:00,18,3,0,4,48,21.6,21.09,7720.8,69.66,0.34
FL1660,VT-032,BLR,HYD,2026-04-03 05:44:00,2026-04-03 07:50:00,5,4,0,4,33,37.82,18.55,4984.98,87.08,0.42
FL1661,VT-032,HYD,PNQ,2026-04-03 08:23:00,2026-04-03 09:47:00,8,4,0,4,36,27.98,15.01,7527.07,74.86,0.75
FL1662,VT-032,PNQ,DEL,2026-04-03 10:23:00,2026-04-03 11:37:00,10,4,0,4,77,27.03,17.72,6794.42,48.97,0.79
FL1663,VT-032,BLR,HYD,2026-04-03 20:54:00,2026-04-03 21:58:00,20,4,0,4,74,28.06,14.1,7342.08,81.87,0.42
FL1664,VT-032,HYD,PNQ,2026-04-03 23:12:00,2026-04-04 01:24:00,23,4,0,4,79,36.22,21.76,8422.49,88.05,0.68
FL1665,VT-032,PNQ,DEL,2026-04-04 02:43:00,2026-04-04 04:59:00,2,5,1,4,87,33.42,14.77,5215.1,47.68,0.7
FL1666,VT-032,BLR,HYD,2026-04-04 14:26:00,2026-04-04 15:50:00,14,5,1,4,60,31.55,16.66,6742.72,57.75,0.34
FL1667,VT-032,HYD,PNQ,2026-04-04 16:50:00,2026-04-04 19:12:00,16,5,1,4,58,29.18,5.63,5386.68,44.23,0.72
FL1668,VT-032,PNQ,DEL,2026-04-04 20:10:00,2026-04-04 22:09:00,20,5,1,4,80,25.48,22.26,9088.75,49.83,0.82
FL1669,VT-032,BLR,HYD,2026-04-05 07:29:00,2026-04-05 09:33:00,7,6,1,4,46,32.49,10.73,8421.12,89.86,0.32
FL1670,VT-032,HYD,PNQ,2026-04-05 10:19:00,2026-04-05 11:33:00,10,6,1,4,54,31.01,24.47,5720.08,82.37,0.34
FL1671,VT-032,PNQ,DEL,2026-04-05 12:27:00,2026-04-05 13:51:00,12,6,1,4,34,33.28,11.71,2536.13,88.77,0.87
FL1672,VT-033,BLR,HYD,2026-04-01 05:00:00,2026-04-01 06:22:00,5,2,0,4,61,29.18,6.42,3686.34,51.47,0.63
FL1673,VT-033,HYD,PNQ,2026-04-01 07:23:00,2026-04-01 08:39:00,7,2,0,4,48,27.01,10.37,2807.82,48.37,0.4
FL1674,VT-033,PNQ,DEL,2026-04-01 09:27:00,2026-04-01 10:34:00,9,2,0,4,52,29.75,10.57,8386.35,56.31,0.51
FL1675,VT-033,BLR,HYD,2026-04-01 19:26:00,2026-04-01 20:47:00,19,2,0,4,70,31.92,9.65,3037.43,52.82,0.55
FL1676,VT-033,HYD,PNQ,2026-04-01 21:57:00,2026-04-01 22:57:00,21,2,0,4,37,28.18,9.21,8472.19,47.35,0.54
FL1677,VT-033,PNQ,DEL,2026-04-01 23:34:00,2026-04-02 00:36:00,23,2,0,4,77,30.73,22.29,3239.4,44.14,0.64
FL1678,VT-033,BLR,HYD,2026-04-02 09:53:00,2026-04-02 12:06:00,9,3,0,4,42,32.29,21.08,3097.19,69.03,0.65
FL1679,VT-033,HYD,PNQ,2026-04-02 12:48:00,2026-04-02 15:18:00,12,3,0,4,57,22.86,7.88,6991.99,53.68,0.64
FL1680,VT-033,PNQ,DEL,2026-04-02 16:15:00,2026-04-02 17:33:00,16,3,0,4,49,29.68,11.13,8579.05,42.85,0.59
FL1681,VT-033,BLR,HYD,2026-04-03 02:22:00,2026-04-03 03:43:00,2,4,0,4,73,26.67,14.17,7800.05,68.71,0.77
FL1682,VT-033,HYD,PNQ,2026-04-03 04:56:00,2026-04-03 06:32:00,4,4,0,4,88,31.93,11.28,6304.18,82.01,0.99
FL1683,VT-033,PNQ,DEL,2026-04-03 08:00:00,2026-04-03 10:16:00,8,4,0,4,51,31.47,22.79,4971.74,49.76,0.64
FL1684,VT-033,BLR,HYD,2026-04-03 19:07:00,2026-04-03 20:44:00,19,4,0,4,87,29.79,14.66,8705.84,58.07,0.9
FL1685,VT-033,HYD,PNQ,2026-04-03 22:11:00,2026-04-03 23:59:00,22,4,0,4,47,36.82,13.14,4625.86,62.7,0.83
FL1686,VT-033,PNQ,DEL,2026-04-04 00:46:00,2026-04-04 02:43:00,0,5,1,4,56,29.03,24.03,3403.93,68.39,0.71
FL1687,VT-033,BLR,HYD,2026-04-04 11:39:00,2026-04-04 13:54:00,11,5,1,4,59,28.8,14.79,7157.96,51.49,0.69
FL1688,VT-033,HYD,PNQ,2026-04-04 14:53:00,2026-04-04 16:28:00,14,5,1,4,77,35.91,7.82,6567.02,49.26,0.5
FL1689,VT-033,PNQ,DEL,2026-04-04 17:45:00,2026-04-04 20:03:00,17,5,1,4,84,25.33,9.37,3462.7,81.29,0.5
FL1690,VT-033,BLR,HYD,2026-04-05 05:27:00,2026-04-05 07:11:00,5,6,1,4,32,25.58,12.49,8381.86,58.37,0.36
FL1691,VT-033,HYD,PNQ,2026-04-05 07:43:00,2026-04-05 10:07:00,7,6,1,4,63,30.88,16.14,8760.97,79.8,0.42
FL1692,VT-033,PNQ,DEL,2026-04-05 11:10:00,2026-04-05 12:47:00,11,6,1,4,32,25.59,9.36,8992.57,52.48,0.48
FL1693,VT-034,BOM,DEL,2026-04-01 04:00:00,2026-04-01 06:25:00,4,2,0,4,87,32.73,5.01,8965.35,79.63,0.74
FL1694,VT-034,DEL,CCU,2026-04-01 07:52:00,2026-04-01 10:10:00,7,2,0,4,46,27.45,14.17,4809.76,44.69,0.64
FL1695,VT-034,CCU,MAA,2026-04-01 10:56:00,2026-04-01 12:53:00,10,2,0,4,55,31.83,23.41,2320.47,54.57,0.45
FL1696,VT-034,BOM,DEL,2026-04-01 21:48:00,2026-04-01 23:40:00,21,2,0,4,44,31.17,14.36,5730.4,78.03,0.41
FL1697,VT-034,DEL,CCU,2026-04-02 00:24:00,2026-04-02 01:29:00,0,3,0,4,86,29.25,14.75,5439.88,69.85,1.0
FL1698,VT-034,CCU,MAA,2026-04-02 02:55:00,2026-04-02 04:38:00,2,3,0,4,73,27.9,21.55,3365.67,41.52,0.44
FL1699,VT-034,BOM,DEL,2026-04-02 13:51:00,2026-04-02 15:47:00,13,3,0,4,32,35.55,11.81,6084.65,70.76,0.94
FL1700,VT-034,DEL,CCU,2026-04-02 16:19:00,2026-04-02 18:15:00,16,3,0,4,63,32.03,6.0,2279.29,67.56,0.61
FL1701,VT-034,CCU,MAA,2026-04-02 19:18:00,2026-04-02 21:45:00,19,3,0,4,68,45.7,21.78,3285.44,41.25,0.61
FL1702,VT-034,BOM,DEL,2026-04-03 06:53:00,2026-04-03 08:02:00,6,4,0,4,90,27.72,17.17,4248.4,48.67,0.57
FL1703,VT-034,DEL,CCU,2026-04-03 09:32:00,2026-04-03 11:58:00,9,4,0,4,37,31.32,21.03,5136.75,77.54,0.39
FL1704,VT-034,CCU,MAA,2026-04-03 12:35:00,2026-04-03 13:59:00,12,4,0,4,40,27.08,18.55,6526.25,86.46,0.57
FL1705,VT-034,BOM,DEL,2026-04-03 22:39:00,2026-04-03 23:43:00,22,4,0,4,33,33.03,6.32,2153.24,81.34,0.67
FL1706,VT-034,DEL,CCU,2026-04-04 00:16:00,2026-04-04 01:49:00,0,5,1,4,47,27.12,11.9,2240.83,88.07,0.77
FL1707,VT-034,CCU,MAA,2026-04-04 02:36:00,2026-04-04 03:43:00,2,5,1,4,31,32.98,23.66,4123.97,70.57,0.77
FL1708,VT-034,BOM,DEL,2026-04-04 12:14:00,2026-04-04 14:37:00,12,5,1,4,62,33.48,23.94,9078.84,76.95,0.49
FL1709,VT-034,DEL,CCU,2026-04-04 15:39:00,2026-04-04 16:52:00,15,5,1,4,69,28.18,10.63,9706.88,40.51,0.8
FL1710,VT-034,CCU,MAA,2026-04-04 18:01:00,2026-04-04 19:19:00,18,5,1,4,79,33.5,24.8,4495.04,57.0,0.36
FL1711,VT-034,BOM,DEL,2026-04-05 04:38:00,2026-04-05 06:40:00,4,6,1,4,66,35.89,13.86,4088.39,57.17,0.88
FL1712,VT-034,DEL,CCU,2026-04-05 07:46:00,2026-04-05 09:20:00,7,6,1,4,33,32.56,6.24,2738.88,48.14,0.72
FL1713,VT-034,CCU,MAA,2026-04-05 09:53:00,2026-04-05 11:10:00,9,6,1,4,65,29.24,8.01,9744.61,62.34,0.65
FL1714,VT-035,MAA,CCU,2026-04-01 05:00:00,2026-04-01 06:07:00,5,2,0,4,68,29.25,18.24,8009.42,77.69,0.7
FL1715,VT-035,CCU,DEL,2026-04-01 07:15:00,2026-04-01 09:28:00,7,2,0,4,45,23.48,23.09,8539.26,77.85,0.34
FL1716,VT-035,DEL,BOM,2026-04-01 10:13:00,2026-04-01 11:16:00,10,2,0,4,34,26.2,13.05,9076.7,84.78,0.94
FL1717,VT-035,MAA,CCU,2026-04-01 19:50:00,2026-04-01 21:29:00,19,2,0,4,39,36.99,11.28,7528.45,53.58,0.43
FL1718,VT-035,CCU,DEL,2026-04-01 22:08:00,2026-04-02 00:05:00,22,2,0,4,74,27.88,13.6,8647.59,45.99,0.81
FL1719,VT-035,DEL,BOM,2026-04-02 01:19:00,2026-04-02 03:20:00,1,3,0,4,84,25.77,15.63,4303.56,64.64,0.51
FL1720,VT-035,MAA,CCU,2026-04-02 12:44:00,2026-04-02 14:37:00,12,3,0,4,85,24.53,8.29,2932.66,67.33,0.93
FL1721,VT-035,CCU,DEL,2026-04-02 16:02:00,2026-04-02 18:30:00,16,3,0,4,45,37.95,11.88,7864.0,72.93,0.95
FL1722,VT-035,DEL,BOM,2026-04-02 19:15:00,2026-04-02 21:16:00,19,3,0,4,37,31.06,18.14,9187.09,59.98,0.53
FL1723,VT-035,MAA,CCU,2026-04-03 05:53:00,2026-04-03 07:38:00,5,4,0,4,52,35.09,5.22,8612.41,80.05,0.37
FL1724,VT-035,CCU,DEL,2026-04-03 08:30:00,2026-04-03 10:44:00,8,4,0,4,45,25.48,7.37,9844.55,50.73,0.35
FL1725,VT-035,DEL,BOM,2026-04-03 11:29:00,2026-04-03 13:27:00,11,4,0,4,85,39.65,16.9,7910.93,41.62,0.76
FL1726,VT-035,MAA,CCU,2026-04-03 22:52:00,2026-04-04 00:59:00,22,4,0,4,68,26.19,8.45,6543.79,54.82,0.96
FL1727,VT-035,CCU,DEL,2026-04-04 02:07:00,2026-04-04 04:10:00,2,5,1,4,84,30.31,21.37,9868.54,52.98,0.98
FL1728,VT-035,DEL,BOM,2026-04-04 05:34:00,2026-04-04 07:08:00,5,5,1,4,78,22.37,6.01,2422.12,74.6,0.62
FL1729,VT-035,MAA,CCU,2026-04-04 16:26:00,2026-04-04 18:06:00,16,5,1,4,69,26.56,9.53,6911.76,52.64,0.7
FL1730,VT-035,CCU,DEL,2026-04-04 19:15:00,2026-04-04 20:36:00,19,5,1,4,45,34.33,21.41,5818.8,57.54,0.55
FL1731,VT-035,DEL,BOM,2026-04-04 21:21:00,2026-04-04 23:47:00,21,5,1,4,62,28.12,21.11,4625.44,50.45,0.36
FL1732,VT-035,MAA,CCU,2026-04-05 08:49:00,2026-04-05 10:50:00,8,6,1,4,88,23.92,21.82,3769.91,59.05,0.87
FL1733,VT-035,CCU,DEL,2026-04-05 12:18:00,2026-04-05 14:25:00,12,6,1,4,88,18.67,21.47,5076.89,62.96,0.51
FL1734,VT-035,DEL,BOM,2026-04-05 15:53:00,2026-04-05 17:42:00,15,6,1,4,47,30.76,15.63,2261.27,63.78,0.59
